시설물명,시설물구분,시설물소재지,준공일자
왕신저수지,댐,경상북도 경주시 강동면,19750101
개운저수지,댐,경상북도 상주시 개운동,19441220
화산저수지,댐,경상북도 영천시 신녕면,19830101
풍락저수지,댐,경상북도 영천시 청통면,19450101
임고저수지,댐,경상북도 영천시 임고면 사리,19620101
대승저수지,댐,경상북도 영천시 금호읍,19450101
당지저수지,댐,경상북도 영천시 화산면,19580101
고경저수지,댐,경상북도 영천시 고경면,19561231
명계저수지,댐,경상북도 경주시 내남면,19831230
하곡저수지,댐,경상북도 경주시 안강읍,19321230
용곡저수지,댐,경상북도 경주시 건천읍,19630101
용천저수지,댐,경상북도 포항시 북구 신광면,19591231
금봉저수지,댐,경상북도 의성군 옥산면,19851230
회룡저수지,댐,경상북도 문경시 산북면,19630101
매화저수지,댐,경상북도 울진군 원남면,19691231
도천저수지,댐,경상북도 영덕군 남정면,19420301
옥산저수지,댐,경상북도 경주시 안강읍,19570101
심곡저수지,댐,경상북도 경주시 서면,19311230
송선저수지,댐,경상북도 경주시 건천읍,19431230
보문저수지,댐,경상북도 경주시 보문동,19631230
가음저수지,댐,경상북도 의성군 가음면 양지리,19591230
지천저수지,댐,경상북도 칠곡군 지천면,19651231
동명저수지,댐,경상북도 칠곡군 동명면,19611130
조성저수지,댐,경상북도 의성군 구천면,19591230
문천저수지,댐,경상북도 경산시 진량읍,19590101
남매저수지,댐,경상북도 경산시 계양동,19450101
금화저수지,댐,경상북도 칠곡군 가산면,19841127
송내저수지,댐,경상북도 경산시 남산면,19750101
소월저수지,댐,경상북도 경산시 와촌면,19590101
개천저수지,댐,경상북도 의성군 안계면,19521230
만운저수지,댐,경상북도 안동시 풍산읍,19590101
안심저수지,댐,경상북도 포항시 북구 청하면,19710819
고현저수지,댐,경상북도 청송군 진보면,19591231
화곡저수지,댐,경상북도 경주시 내남면,19631230
용연저수지,댐,경상북도 포항시 북구 신광면,19611231
용곡저수지,댐,경상북도 포항시 북구 송라면,19641231
오어저수지,댐,경상북도 포항시 남구 오천읍,19641231
오로저수지,댐,경상북도 구미시 장천면,19780101
무을저수지,댐,경상북도 구미시 무을면,19700101
대성저수지,댐,경상북도 구미시 수점동,19620101
달창저수지,댐,대구광역시 달성군 유가면,19721230
노홍저수지,댐,대구광역시 달성군 논공읍,19770630
하빈저수지,댐,경상북도 칠곡군 지천면,19440331
옥연저수지,댐,대구광역시 달성군 옥포면,19641231
도원저수지,댐,대구광역시 달서구 도원동,19641231
단산저수지,댐,대구광역시 동구 불로동,19320510
근로복지공단 인천병원,건축물,인천광역시 부평구 구산동,19821215
중랑천제방-도봉구청,하천,서울특별시 도봉구 도봉동,19690101
서면지하도상가 서면몰,건축물,부산광역시 부산진구 중앙대로,19821221
서면지하도상가 부전몰,건축물,부산광역시 부산진구 중앙대로,19850805
신용보증기금건물,건축물,서울특별시 마포구 마포대로,19851017
마성양배수장,하천,경상남도 진주시 사봉면 마성리,19690101
진성양배수장,하천,경상남도 진주시 진성면 동산리,19690101
월아양배수장,하천,경상남도 진주시 대곡면 와룡리,19800630
오운양배수장,하천,경상남도 의령군 낙서면,19821231
신당배수장,하천,경상남도 진주시 집현면,19841130
월현1배수장,하천,경상남도 의령군 정곡면,19831231
농소양배수장,하천,경상남도 김해시 주촌면,19701230
북부양배수장,하천,경상남도 창원시 의창구 대산면,19651231
수산양배수장,하천,경상남도 밀양시 하남읍,19461230
주물양배수장,하천,경상남도 함안군 법수면,19840101
신윤내배수장,하천,경상남도 함안군 법수면,19740101
어은배수장,하천,경상남도 밀양시 상남면,19870101
수산배수장,하천,경상남도 밀양시 하남읍,19870101
갈곡저수지,댐,경상남도 남해군 남해읍,19860101
분삼배수장,하천,경상남도 창원시 의창구 동읍,19550401
외산배수장,하천,경상남도 창원시 의창구 북면,19601223
동곡양배수장,하천,경상남도 창원시 의창구 대산면,19551220
산서배수장,하천,경상남도 함안군 가야읍,19451231
윤내양배수장,하천,경상남도 함안군 가야읍,19740101
부림배수장,하천,경상남도 밀양시 삼랑진읍,19850101
신산인배수장,하천,경상남도 함안군 산인면,19860101
외산배수장,하천,경상남도 밀양시 상남면,19710101
임천배수장,하천,경상남도 밀양시 삼랑진읍,19690101
광탄양배수장,하천,경상남도 밀양시 상남면,19860101
한림(구)배수장,하천,경상남도 김해시 한림면,19760531
장구산양배수장,하천,경상남도 김해시 진영읍,19451230
민내포양배수장,하천,경상남도 김해시 진영읍,19451201
황사배수장,하천,경상남도 함안군 법수면,19840101
신구혜배수장,하천,경상남도 함안군 대산면,19850101
대송양배수장,하천,경상남도 함안군 법수면,19840101
거족양배수장,하천,경상남도 밀양시 삼랑진읍,19760101
신장암,하천,경상남도 함안군 대산면,19860101
산인배수장,하천,경상남도 함안군 산인면,19660101
송용양배수장,하천,경상남도 창원시 의창구 동읍,19451201
곡강배수문,하천,경상남도 밀양시 초동면,19330101
진례저수지,댐,경상남도 김해시 진례면,19781130
본포배수문,하천,경상남도 창원시 의창구 대산북로,19200101
궁유저수지,댐,경상남도 의령군 궁류면 벽계리,19861220
와룡저수지,댐,경상남도 사천시 와룡동,19590101
가인(봉의)저수지,댐,경상남도 밀양시 산내면,19811210
송정저수지,댐,울산광역시 북구 송정동,19740101
장척저수지,댐,경상남도 창녕군 영산면,19401230
옥천저수지,댐,경상남도 창녕군 창녕읍,19631031
봉산저수지,댐,경상남도 창녕군 계성면,19261230
감동저수지,댐,경상남도 창녕군 고암면,19631031
초동저수지,댐,경상남도 밀양시 초동면,19241220
가산저수지,댐,경상남도 밀양시 부북면,19311210
대가저수지,댐,경상남도 고성군 대가면,19451231
양화저수지,댐,경상남도 고성군 대가면,19700101
두량저수지,댐,경상남도 사천시 사천읍,19450101
구룡저수지,댐,경상남도 사천시 사남면,19581230
산남저수지,댐,경상남도 창원시 의창구 동읍,19450101
가월저수지,댐,경상남도 창원시 의창구 동읍,19450101
주남저수지,댐,경상남도 창원시 의창구 동읍,19450101
갈천저수지,댐,경상남도 고성군 대가면,19820101
하이저수지,댐,경상남도 고성군 하이면,19660101
덕암저수지,댐,경상남도 의령군 용덕면 이목리,19591230
서암저수지,댐,경상남도 의령군 가례면 괴진리,19591231
명관저수지,댐,경상남도 함안군 군북면,19741228
묵계저수지,댐,경상남도 하동군 청암면,19830101
복곡저수지,댐,경상남도 남해군 이동면,19840101
가북저수지,댐,경상남도 거창군 가북면,19821220
남성저수지,댐,경상남도 진주시 명석면,19841130
영산강하구둑,하천,전라남도 영암군 삼호면,19811208
영동4교,교량,서울특별시 강남구 대치동,19820101
춘양상수도,상하수도,경상북도 봉화군 춘양면,19830221
봉화교,교량,경상북도 봉화군 봉화읍 삼계리,19830901
한국원자력의학원 병원동,건축물,서울특별시 노원구 노원로,19860314
국립중앙극장,건축물,서울특별시 중구 장충단로,19731017
영천배수장,하천,경기도 파주시 연다산동,19840101
갈현1,하천,경기도 파주시 탄현면 갈현리,19820101
삼정,하천,경기도 평택시 안중읍 삼정리,19761230
송촌배수장,하천,경기도 파주시 송촌동,19840101
교하1,하천,경기도 파주시 교하동,19830101
신곡양배수장,하천,경기도 김포시 고촌읍,19730410
서운배수장,하천,인천광역시 계양구 아나지로,19590601
사우양배수장,하천,경기도 김포시 금파로169번길,19340331
가능포방조제,하천,인천광역시 강화군 양도면 하일리,19631220
하리방조제,하천,인천광역시 강화군 삼산면 석모리,19621220
상리방조제,하천,인천광역시 강화군 삼산면 석모리,19621220
지석방조제,하천,인천광역시 강화군 교동면 지석리,19641220
인사방조제,하천,인천광역시 강화군 교동면 인사리,19641224
양갑방조제,하천,인천광역시 강화군 교동면 양갑리,19641220
무학방조제,하천,인천광역시 강화군 교동면 무학리,19641221
대룡방조제,하천,인천광역시 강화군 교동면 대룡리,19641221
후포방조제,하천,인천광역시 강화군 화도면 내리,19631218
남양방조제,하천,경기도 화성시 우정읍 이화리,19731220
길상2저수지,댐,인천광역시 강화군 길상면,19621231
고구저수지,댐,인천광역시 강화군 교동면,19771231
동방저수지,댐,경기도 화성시 팔탄면,19391231
덕우저수지,댐,경기도 화성시 봉담읍,19491231
금사저수지,댐,경기도 여주군 금사면,19790101
왕송저수지,댐,경기도 의왕시 월암동,19481231
보통저수지,댐,경기도 화성시 정남면,19550601
백운저수지,댐,경기도 의왕시 학의동,19531231
반월저수지,댐,경기도 군포시 둔대동,19571215
청계저수지,댐,경기도 과천시 막계동,19611231
흥부저수지,댐,경기도 시흥시 물왕동,19441231
국화저수지,댐,인천광역시 강화군 강화읍,19780630
고려저수지,댐,인천광역시 강화군 내가면,19571231
난정방조제,하천,인천광역시 강화군 교동면 난정리,19641224
황청방조제,하천,인천광역시 강화군 내가면 황청리,19571226
망월방조제,하천,인천광역시 강화군 하점면 망월리,19571220
구하방조제,하천,인천광역시 강화군 내가면 구하리,19571220
산정저수지,댐,경기도 포천시 영북면,19250330
금광저수지,댐,경기도 안성시 금광면,19611231
고삼저수지,댐,경기도 안성시 고삼면,19630531
오남저수지,댐,경기도 남양주시 오남읍,19851220
고모저수지,댐,경기도 포천시 소흘읍,19841205
효촌저수지,댐,경기도 양주시 남면,19791230
원당저수지,댐,경기도 양주시 남면,19791230
애룡저수지,댐,경기도 파주시 법원읍,19601228
마지저수지,댐,경기도 파주시 법원읍,19791201
기산저수지,댐,경기도 포천시 운악청계로1480번길,19790630
삼산저수지,댐,인천광역시 강화군 삼산면,19790930
대산저수지,댐,인천광역시 강화군 송해면,19801210
우금저수지,댐,경기도 포천시 포천로,19581231
백학저수지,댐,경기도 연천군 백학면,19691231
기흥저수지,댐,경기도 용인시 기흥구 농서로46번길,19641230
미산저수지,댐,경기도 안성시 양성면,19851230
용설저수지,댐,경기도 안성시 죽산면,19851230
청용저수지,댐,경기도 안성시 서운면,19741228
용담저수지,댐,경기도 용인시 처인구 원삼면,19780815
이동저수지,댐,경기도 용인시 처인구 이동면,19721207
마둔저수지,댐,경기도 안성시 금광면,19751230
아산방조제,하천,경기도 평택시 현덕면,19731219
한국방송공사 본관,건축물,서울특별시 영등포구 여의공원로,19770601
관악도림교(하류),교량,서울특별시 관악구 신림동,19830531
철산교(상류),교량,서울특별시 구로구 가리봉동,19770430
양재지하차도,터널,서울특별시 서초구 양재동,19840814
여의천복개구조물 3구간,교량,서울특별시 서초구 양재동,19701231
여의천복개구조물 1구간,교량,서울특별시 서초구 양재동,19701231
시흥천복개구조물 1구간,교량,서울특별시 금천구 탑골로,19800630
대방지하차도,터널,서울특별시 영등포구 신길동,19761115
관악도림교(상류),교량,서울특별시 관악구 신사로,19711231
노들(북측)고가차도,교량,서울특별시 동작구 본동,19690927
노들(남측)고가차도,교량,서울특별시 동작구 본동,19810920
도림고가차도,교량,서울특별시 영등포구 문래동,19740930
여의교(하류),교량,서울특별시 영등포구 여의동로,19761125
상도터널(상),터널,서울특별시 동작구 본동,19811231
영동1교,교량,서울특별시 서초구 양재동,19840521
강남터미널고가차도,교량,서울특별시 서초구 반포동,19781030
상도터널(하),터널,서울특별시 동작구 본동,19811231
창평정수장,상하수도,전라남도 담양군 창평면,19820310
4-011-2 (창동-쌍문),교량,서울특별시 도봉구 마들로,19850328
3-046 교대-남부터미널간 본선터널,터널,서울특별시 서초구 서초대로,19851018
3-016 무악재역-독립문역(3),터널,서울특별시 서대문구 통일로,19850712
3-003 지축~구파발,터널,서울특별시 은평구 진관동,19850712
"3-001(지축기지,입출고선)",교량,경기도 고양시 덕양구 지축동,19840930
3-004(지축~구파발),교량,경기도 고양시 덕양구 지축동,19840930
4-050 동작철교,교량,서울특별시 용산구 용산동6가,19841106
3-036 동호철교,교량,서울특별시 성동구 동호로,19841130
"4-009 노원~창동(입,출고선)",교량,서울특별시 노원구 상계로,19850328
3-034-2 (금호-옥수),교량,서울특별시 성동구 옥수동,19850228
4-007 (노원-창동),교량,서울특별시 노원구 상계로,19850328
4-005 (상계-노원),교량,서울특별시 노원구 상계로,19850328
4-049-2 (동작-총신대),교량,서울특별시 동작구 현충로,19851018
4-019 미아사거리-길음간 본선터널,터널,서울특별시 강북구 도봉로,19850731
4-017 미아-미아사거리간 본선터널,터널,서울특별시 강북구 도봉로,19850420
4-015 수유-미아역간 본선터널,터널,서울특별시 강북구 도봉로,19850420
4-023 성신여대-한성대(4),터널,서울특별시 성북구 동소문로,19850420
4-021 길음-성신여대역간 본선터널,터널,서울특별시 성북구 동소문로,19850420
3-020 경복궁-안국역간 본선터널,터널,서울특별시 종로구 사직로,19851018
3-018 독립문-경복궁역간 본선터널,터널,서울특별시 서대문구 통일로,19851018
3-024 종로3가-을지3가간본선터널,터널,서울특별시 종로구 돈화문로,19851018
3-022 안국-종로3가역간 본선터널,터널,서울특별시 종로구 율곡로,19851018
3-030 동대입구-약수역간 본선터널,터널,서울특별시 중구 동호로,19851018
3-028 충무로-동대입구간 본선터널,터널,서울특별시 중구 퇴계로,19851018
3-026 을지3가-충무로간 본선터널,터널,서울특별시 중구 을지로,19851018
3-044 고속터미널-교대간 본선터널,터널,서울특별시 서초구 신반포로,19851018
4-041 숙대입구역-삼각지역(4),터널,서울특별시 용산구 한강대로,19851018
4-039 서울역-숙대입구역(4),터널,서울특별시 용산구 한강대로,19851018
4-037 회현역-서울역(4),터널,서울특별시 중구 퇴계로,19851018
4-013 쌍문-수유역간 본선터널,터널,서울특별시 도봉구 도봉로,19850420
4-011-1 창동-쌍문(4),터널,서울특별시 도봉구 노해로,19850520
4-035 명동역-회현역(4),터널,서울특별시 중구 퇴계로,19851018
4-033 충무로역-명동역(4),터널,서울특별시 중구 퇴계로,19851018
4-031 동대문역사문화공원역-충무로역,터널,서울특별시 중구 을지로,19851018
3-042 잠원-고속터미널간 본선터널,터널,서울특별시 서초구 잠원로4길,19831018
3-040 신사-잠원역간 본선터널,터널,서울특별시 강남구 도산대로,19851018
4-027 혜화역-동대문역(4),터널,서울특별시 종로구 대학로,19851018
4-025 한성대역-혜화역,터널,서울특별시 성북구 삼선교로,19851018
4-029 동대문역-동대문역사문화공원역,터널,서울특별시 종로구 율곡로,19851018
3-038 압구정-신사역간 본선터널,터널,서울특별시 강남구 압구정로,19851018
3-034-1 금호-옥수역간 본선터널,터널,서울특별시 성동구 동호로,19851018
3-032 약수-금호역간 본선터널,터널,서울특별시 중구 다산로,19851018
3-048 남부터미널-양재(3),터널,서울특별시 서초구 서초중앙로,19851018
4-052 총신대역-사당역(4),터널,서울특별시 동작구 동작대로,19851018
4-049-1 동작터널-총신대역,터널,서울특별시 동작구 현충로,19851018
4-047 이촌역-동작(4),터널,서울특별시 용산구 서빙고로,19851018
4-045 신용산역-이촌역(4),터널,서울특별시 용산구 한강대로,19851018
4-043 삼각지역-신용산역(4),터널,서울특별시 용산구 한강대로,19851018
3-014 홍제역-무악재역(3),터널,서울특별시 서대문구 통일로,19850712
3-012 녹번역-홍제역(3),터널,서울특별시 은평구 통일로,19850712
3-010 불광-녹번역간 본선터널,터널,서울특별시 은평구 통일로,19850712
3-008 연신내-불광역간 본선터널,터널,서울특별시 은평구 통일로,19850712
3-006 구파발-연신내역간 본선터널,터널,서울특별시 은평구 진관2로,19850712
구의역,건축물,서울특별시 광진구 아차산로,19800809
건대입구역,건축물,서울특별시 광진구 화양동,19800420
성수역,건축물,서울특별시 성동구 성수2가1동,19800820
뚝섬역,건축물,서울특별시 성동구 아차산로,19830430
한양대역,건축물,서울특별시 성동구 왕십리로,19830825
당산역,건축물,서울특별시 영등포구 당산동,19840331
대림역,건축물,서울특별시 구로구 도림천로,19840331
구로디지털단지역,건축물,서울특별시 구로구 도림천로,19840331
신대방역,건축물,서울특별시 동작구 대림로,19840331
잠실나루역,건축물,서울특별시 송파구 송파대로,19800830
강변역,건축물,서울특별시 광진구 강변역로,19800820
2-044 강남역,건축물,서울특별시 강남구 테헤란로,19821230
2-032 잠실역,건축물,서울특별시 송파구 송파대로,19801019
1-012 동대문역사,건축물,서울특별시 종로구 창신1동,19740430
1-010 종로5가역,건축물,서울특별시 종로구 종로5가,19740331
2-078 합정역,건축물,서울특별시 마포구 양화로,19840630
2-088 충정로역,건축물,서울특별시 서대문구 서소문로,19840430
2-050 방배역,건축물,서울특별시 서초구 방배동,19831130
2-048 서초역,건축물,서울특별시 서초구 서초동,19831130
2-069 신도림역,건축물,서울특별시 구로구 새말로,19840331
2-095 용답역,건축물,서울특별시 성동구 용답길,19800830
2-094 신답역,건축물,서울특별시 성동구 용답동,19800930
2-015 왕십리역,건축물,서울특별시 성동구 행당동,19831130
2-013 상왕십리역,건축물,서울특별시 성동구 왕십리로,19831130
2-073 영등포구청역,건축물,서울특별시 영등포구 당산로27길,19840522
2-071 문래역,건축물,서울특별시 영등포구 문래동,19840331
2-086 아현역,건축물,서울특별시 마포구 아현2동,19840515
2-084 이대역,건축물,서울특별시 마포구 대흥동,19840430
2-082 신촌역,건축물,서울특별시 마포구 노고산동,19840430
2-080 홍대입구역,건축물,서울특별시 마포구 동교동,19830430
2-036 종합운동장역,건축물,서울특별시 송파구 잠실1동,19821202
2-034 신천역,건축물,서울특별시 송파구 잠실본동,19801019
2-038 삼성역,건축물,서울특별시 강남구 삼성동,19821230
2-091 신설(2)역,건축물,서울특별시 동대문구 신설동,19770829
1-018 청량리역,건축물,서울특별시 동대문구 전농1동,19740831
1-016 제기동역,건축물,서울특별시 동대문구 제기동,19740330
2-060 신림역,건축물,서울특별시 관악구 신림동,19840331
2-058 봉천역,건축물,서울특별시 관악구 봉천동,19840331
2-056 서울대역,건축물,서울특별시 관악구 봉천동,19831130
2-054 낙성대역,건축물,서울특별시 관악구 봉천동,19831130
2-009 동대문역사문화공원역,건축물,서울특별시 중구 을지로,19830930
2-007 을지4가역,건축물,서울특별시 중구 을지로4가,19831130
2-003 을지입구역,건축물,서울특별시 중구 을지로1가,19840430
2-042 역삼역,건축물,서울특별시 강남구 테헤란로,19821230
2-040 선릉역,건축물,서울특별시 강남구 테헤란로,19821230
1-004 시청역,건축물,서울특별시 중구 세종대로,19740815
2-046 교대역,건축물,서울특별시 서초구 서초동,19821220
1-002 서울역,건축물,서울특별시 중구 청파로,19740228
2-052 사당역,건축물,서울특별시 동작구 동작대로,19831130
2-011 신당역,건축물,서울특별시 중구 신당5동,19831130
2-005 을지3가역,건축물,서울특별시 중구 을지로2가,19831130
2-001 시청역,건축물,서울특별시 중구 서소문동,19840430
1-014 신설동역,건축물,서울특별시 동대문구 신설동,19740330
1-008 종로3가역,건축물,서울특별시 종로구 종로3가,19740815
1-006 종각역,건축물,서울특별시 종로구 종로,19740815
개봉배수지,상하수도,서울특별시 구로구 개봉2동,19700408
온수2배수지,상하수도,서울특별시 구로구 부일로5길,19860826
오류2배수지,상하수도,서울특별시 구로구 오류2동,19841201
구의제1정수장,상하수도,서울특별시 광진구 광나루로,19840630
사당4배수지,상하수도,서울특별시 동작구 사당4동,19790930
사당3배수지,상하수도,서울특별시 동작구 사당3동,19790831
독산배수지,상하수도,서울특별시 금천구 독산3동,19821126
"우이가압장(우이배수지, 4.19배수지)",상하수도,서울특별시 강북구 우이동,19830301
상계배수지,상하수도,서울특별시 노원구 상계동,19830404
4.19배수지,상하수도,서울특별시 강북구 수유동,19830418
우이배수지,상하수도,서울특별시 강북구 우이동,19861014
미아가압장,상하수도,서울특별시 강북구 미아동,19800601
자양빗물펌프장,하천,서울특별시 광진구 뚝섬로52길,19870119
중곡1수문,하천,서울특별시 광진구 동일로,19390101
중곡2수문,하천,서울특별시 광진구 동일로,19390101
자양배수문(이중),하천,서울특별시 광진구 자양동,19690101
구의(이중)배수문,하천,서울특별시 광진구 구의강변로,19760101
달성터널(구),터널,대구광역시 달성군 논공읍 본리리,19771231
금호JCT6교,교량,대구광역시 북구 금호동,19840627
금호JCT5교(0),교량,대구광역시 북구 금호동,19840627
금호대교(금호),교량,대구광역시 서구 상리동,19840627
경주터널(서울),터널,경상북도 경주시 건천읍,19691225
경주터널(부산),터널,경상북도 경주시 건천읍,19691225
평리제2배수문,하천,전라남도 곡성군 목사동면 평리,19801231
광의대교,교량,전라남도 구례군 용방면 사림리,19831001
06BY31U29300,절토사면,경상북도 봉화군 소천면 현동리,19760710
06BY05U18900,절토사면,경상북도 영주시 풍기읍 수철리,19870612
06BY36U20000,절토사면,경상북도 봉화군 소천면 분천리,19770531
06BY36U19300,절토사면,경상북도 봉화군 소천면 분천리,19770531
06BY36U18900,절토사면,경상북도 봉화군 소천면 분천리,19770531
06BY36D12000,절토사면,경상북도 봉화군 소천면 현동리,19770531
06BY31U41700,절토사면,경상북도 봉화군 석포면 대현리,19760710
06BY05U18700,절토사면,경상북도 영주시 풍기읍 수철리,19870612
06BY05U16800,절토사면,경상북도 영주시 풍기읍 수철리,19870612
06BY35D13800,절토사면,경상북도 봉화군 명호면 관창리,19870612
고란교,교량,경상북도 안동시 길안면,19810601
세촌교(하),교량,경상북도 의성군 단촌면,19850930
의성2교(하),교량,경상북도 의성군 의성읍,19811225
적포교,교량,경상남도 합천군 청덕면 앙진리,19860101
화개교,교량,경상남도 하동군 화개면 탑리,19860401
남해대교,교량,경상남도 남해군 설천면 노량리,19730601
173.경주 감포 대본(09BP31D06700),절토사면,경상북도 경주시 감포읍 대본리,19860430
40. 포항 장기 계원(09BP31D12700),절토사면,경상북도 포항시 남구 장기면 계원리,19860430
거성교,교량,경상북도 청송군 현동면,19831201
군산외항1부두,항만,전라북도 군산시 소룡동,19780729
흑석빗물펌프장,하천,서울특별시 동작구 서달로,19670530
본동1호수문,하천,서울특별시 동작구 노량진로23가길,19850101
함창상수도,상하수도,경상북도 상주시 용곡로,19800101
상주상수도 무양정수장,상하수도,경상북도 상주시 무양동,19870101
진남교,교량,경상북도 문경시 마성면 신현리,19790531
전민2수문,하천,대전광역시 유성구 원촌동,19700410
봉명자동수문,하천,대전광역시 유성구 봉명동,19700305
유등천제방,하천,대전광역시 중구 침산동,19800101
금호상수도,상하수도,경상북도 영천시 금호읍 신월리,19820101
마산항제4부두,항만,경상남도 창원시 의창구 신총동,19820101
마산항제3부두,항만,경상남도 창원시 마산회원구 양덕동,19720101
흑산도항 중앙방파제,항만,전라남도 신안군 흑산면 예리1길,19661231
목포항석탄부두,항만,전라남도 목포시 산정동,19851204
목포항삼학부두,항만,전라남도 목포시 산정동,19630101
인천항제7부두(벌크부두),항만,인천광역시 중구 서해대로,19811027
인천항제3부두,항만,인천광역시 중구 항동,19741230
인천항제2부두,항만,인천광역시 중구 항동,19801230
인천항제7부두(대한싸이로),항만,인천광역시 중구 서해대로,19741210
인천항제1부두,항만,인천광역시 중구 항동,19740101
인천항갑문시설,항만,인천광역시 중구 북성동1가,19740510
인천항4부두,항만,인천광역시 중구 항동,19741201
인천항제8부두,항만,인천광역시 중구 항동,19850515
장순천교,교량,전라북도 정읍시 정우면,19851205
둔남천교,교량,전라북도 임실군 오수면,19310228
평화고가교(상),교량,전라북도 익산시 평화동,19851231
만경강제2교(상),교량,전라북도 익산시 목천동,19821220
만경강제2교(하),교량,전라북도 익산시 목천동,19361111
율천교,교량,전라북도 남원시 사매면,19310331
동진강교(상),교량,전라북도 정읍시 신태인읍,19140111
원평천교,교량,전라북도 김제시 양전동,19821228
연화천교(하),교량,전라북도 익산시 용동면,19780110
연화천교(상),교량,전라북도 익산시 용동면,19780110
평화고가교(하),교량,전라북도 익산시 평화동,19851231
동진강교(하),교량,전라북도 정읍시 신태인읍,19851205
예술극장,건축물,서울특별시 종로구 동숭동,19810414
포항 구항 북방파제,항만,경상북도 포항시 북구 항구동,19700101
포항 신항 외항방파제,항만,경상북도 포항시 남구 송정동,19801212
포항 신항 동항방파제,항만,경상북도 포항시 남구 동해안로,19701204
항만교,교량,경상북도 포항시 남구 청림동,19851231
포항신항제3부두(32번 선석),항만,경상북도 포항시 남구 송정동,19720630
포항신항제1부두(14번 선석),항만,경상북도 포항시 남구 동촌동,19791222
포항신항제7부두,항만,경상북도 포항시 남구 동촌동,19851224
포항신항제8부두,항만,경상북도 포항시 남구 동촌동,19851224
포항신항제5부두,항만,경상북도 포항시 남구 동촌동,19791211
포항신항제4부두,항만,경상북도 포항시 남구 동촌동,19761229
경찰청사,건축물,서울특별시 서대문구 통일로,19861021
화순천교,교량,전라남도 화순군 화순읍,19300515
저불강제3교,교량,전라남도 화순군 능주면,19300515
구룡천교,교량,전라남도 장성군 북일면,19821227
월계천교,교량,전라남도 장성군 북이면,19821227
화순천제1교,교량,전라남도 화순군 화순읍,19421001
옹벽(중앙선 율동-금장 380㎞936(좌)),옹벽,경상북도 경주시 석장동,19850831
옹벽(동해남부선 부조-효자 138㎞140(좌)),옹벽,경상북도 포항시 남구 연일읍,19351216
옹벽(경부(상)선 지천-대구 321㎞450(우)),옹벽,대구광역시 서구 비산동,19800101
대천교,교량,경상북도 경주시 소티남길,19381130
형산강제1교,교량,경상북도 포항시 남구 대도동,19691210
형산강교(동해남부선),교량,경상북도 경주시 황성동,19361201
북천교,교량,경상북도 경주시 성동동,19361201
불국사천교,교량,경상북도 경주시 시래동,19360501
석장교,교량,경상북도 경주시 석장동,19850901
금호강교(상),교량,경상북도 칠곡군 지천면 용산리,19340101
영천천교,교량,경상북도 영천시 금호읍 황정리,19371201
금호천교(중앙선),교량,경상북도 영천시 성내동,19371001
신천교(복),교량,대구광역시 중구 동인동3가,19450312
화룡천교,교량,경상북도 영천시 서산동,19371030
수원지교,교량,경상북도 영천시 성내동,19760228
금호천교(영천삼각선),교량,경상북도 영천시 금노동,19760201
구미천교(복),교량,경상북도 구미시 도량동,19340101
원평천교(상),교량,경상북도 구미시 원평동,19340101
원평천교(하),교량,경상북도 구미시 원평동,19340101
직지천교(단),교량,경상북도 김천시 후생길,19340101
경호강교(상),교량,경상북도 김천시 용머리3길,19340101
경호강교(하),교량,경상북도 김천시 용머리3길,19340101
안냉천제2교,교량,경상북도 경주시 강동면 양동리,19400601
염평천교,교량,경상북도 경주시 안강읍 갑산리,19400601
청도강교(상),교량,경상북도 청도군 청도읍 송읍리,19430801
기천천교,교량,경상북도 경산시 와촌면 시천리,19370813
금호강교(하),교량,경상북도 칠곡군 지천면 용산리,19340101
낙동강교(상),교량,경상북도 칠곡군 약목면 관호리,19390101
낙동강교(하),교량,경상북도 칠곡군 약목면 관호리,19440101
성현터널(하),터널,경상북도 경산시 남천면 하도리,19430531
성현터널(상),터널,경상북도 경산시 남천면 하도리,19370322
범어정수장,상하수도,경상남도 양산시 황산로,19870101
가리봉철도고가차도,교량,서울특별시 구로구 가리봉동,19770730
구로고가차도,교량,서울특별시 금천구 가산동,19790730
목동교,교량,서울특별시 양천구 목동,19681001
고척교,교량,서울특별시 구로구 안양천로537길,19861129
개봉철도고가차도,교량,서울특별시 구로구 개봉동,19770701
영등포로타리 I.C,교량,서울특별시 영등포구 영등포동,19761230
서울교,교량,서울특별시 영등포구 여의도동,19690928
화곡터널,터널,서울특별시 강서구 화곡동,19830820
개봉고가차도,교량,서울특별시 구로구 개봉동,19770730
안양교,교량,서울특별시 구로구 구로동,19770730
등촌지하차도,터널,서울특별시 양천구 신정6동,19861231
공항입구지하차도,터널,서울특별시 강서구 공항동,19790830
국회앞지하차도,터널,서울특별시 영등포구 여의도동,19770930
제2삼동교,교량,경상남도 창원시 성산구 신촌동,19811016
제1삼동교,교량,경상남도 창원시 의창구 대원동,19810620
회야강교,교량,울산광역시 울주군 온양읍 발리,19771231
회야천교,교량,울산광역시 울주군 온양읍 망양리,19351201
마근터널,터널,울산광역시 울주군 서생면 화산리,19351216
온곡터널,터널,부산광역시 기장군 장안읍 길천리,19340101
유천강제1교(복),교량,경상남도 밀양시 상동면 금산리,19451201
밀양강교(하),교량,경상남도 밀양시 용평동,19451201
밀양강교(상),교량,경상남도 밀양시 용평동,19450301
온산터널,터널,울산광역시 울주군 온산읍 강양리,19790924
