시설물명,시설물구분,시설물소재지,준공일자
제2마장교,교량,서울특별시 성동구 마장동,19760630
옥수터널,터널,서울특별시 성동구 금호동4가,19840101
금호터널,터널,서울특별시 중구 신당동,19840429
성동교(구교),교량,서울특별시 성동구 행당동,19790814
군자교,교량,서울특별시 성동구 능동,19860101
강남관내 도송수관로,상하수도,서울특별시 서초구 양재동,19861231
우면산가압장,상하수도,서울특별시 서초구 서초동,19810701
양재배수지,상하수도,서울특별시 서초구 서초동,19850530
안양천 제방 (광명시),하천,경기도 광명시 철산동,19751013
하안유입 수문,하천,경기도 광명시 하안4동,19840521
하안2호수문,하천,경기도 광명시 하안동,19840101
철산1호수문,하천,경기도 광명시 철산동,19860101
하안3호수문,하천,경기도 광명시 하안동,19840101
철산배수지,상하수도,경기도 광명시 철산4동,19830101
동부상수도(동부정수장),상하수도,경상북도 군위군 군위읍,19730201
의흥상수도(의흥정수장),상하수도,경상북도 군위군 의흥읍,19840101
점곡상수도,상하수도,경상북도 의성군 동변1길,19861231
청송교,교량,경상북도 청송군 청송읍 금월로,19870601
마평교,교량,경상북도 청송군 부동면 마평로,19861126
(구)도곡교,교량,경상북도 영덕군 축산면,19370101
송천교,교량,경상북도 영덕군 병곡면 송천리,19781201
도곡교,교량,경상북도 영덕군 축산면 도곡리,19781201
영덕대교,교량,경상북도 영덕군 영덕읍 우곡리,19781201
축산수원지,상하수도,경상북도 영덕군 축산면,19840229
영덕수원지,상하수도,경상북도 영덕군 영덕읍,19811231
강구교,교량,경상북도 영덕군 강구면 오포리,19370101
국립광주박물관 본관,건축물,광주광역시 북구 하서로,19781128
청주박물관본관동,건축물,충청북도 청주시 상당구 명암로,19870720
합덕정수장,상하수도,충청남도 당진군 합덕읍,19780101
구양교,교량,충청남도 당진시 합덕읍 옥금리,19821231
금강정수장,상하수도,전라북도 익산시 금강동,19731219
신흥정수장,상하수도,전라북도 익산시 신흥동,19740101
신흥보조수원지,상하수도,전라북도 익산시 신흥동,19540101
무성교,교량,전라북도 정읍시 칠보면,19800701
과교입체교,교량,전라북도 정읍시 과교동,19840101
승방육교,교량,전라북도 정읍시 감곡면,19840101
옹정배수문,하천,전라북도 남원시 금지면 옹정리,19681231
월락제,하천,전라북도 남원시 월락동,19760101
신촌제,하천,전라북도 남원시 신촌동,19870101
조산1제,하천,전라북도 남원시 노암동,19790101
조산제,하천,전라북도 남원시 천거동,19790101
노암제,하천,전라북도 남원시 신촌동,19780101
옹정제 배수암거,하천,전라북도 남원시 금지면 창산리,19681231
척문제1배수문,하천,전라북도 남원시 이백면 척문리,19760101
척문제,하천,전라북도 남원시 이백면 척문리,19760101
고죽제,하천,전라북도 남원시 이백면 척문리,19750101
신촌낙차공배수문,하천,전라북도 남원시 송동면 양평리,19691201
율천교,교량,전라북도 남원시 사매면,19860101
춘향교,교량,전라북도 남원시 쌍교동,19870101
요천2교,교량,전라북도 남원시 산동면,19840627
남원터널,터널,전라북도 남원군 주행면,19840627
중리1육교,교량,경상남도 창원시 마산회원구 내서읍 중리,19831231
창원육교,교량,경상남도 창원시 마산회원구 구암남12길,19731230
봉암교,교량,경상남도 창원시 마산회원구 봉암동,19820930
진가수문,하천,경상북도 구미시 거의동,19810101
거의수문,하천,경상북도 구미시 거의동,19820101
건천정수장,상하수도,경상북도 경주시 건천읍,19820829
안강정수장,상하수도,경상북도 경주시 강동면,19811212
감포정수장,상하수도,경상북도 경주시 오류리,19701231
불국정수장,상하수도,경상북도 경주시 마동,19741001
덕동댐,댐,경상북도 경주시 천군동,19770531
신라역사관,건축물,경상북도 경주시 일정로,19751210
도촌교,교량,경상북도 봉화군 봉화읍,19830101
현동터널,터널,경상북도 봉화군 소천면,19840101
천변우로15교,교량,광주광역시 북구 누문동,19870930
용두교,교량,광주광역시 북구 용두동,19730615
한국가스공사 1번선석/평택항LNG부두,항만,경기도 평택시,19851231
가능정수장,상하수도,경기도 의정부시 호국로1049번길,19640101
근로복지공단 순천병원,건축물,전라남도 순천시 조례1길,19850502
난지하수처리장,상하수도,경기도 고양시 덕양구 대덕로,19870629
잠실수중보,하천,서울특별시 광진구 자양동,19861001
해인사정수장,상하수도,경상남도 합천군 치인4길,19861231
삼가정수장,상하수도,경상남도 합천군 이부길,19800124
적중정수장,상하수도,경상남도 합천군 황강옥전로,19810825
가산교,교량,경상남도 사천시 축동면,19691201
중앙교,교량,경상남도 거창군 거창읍,19681201
경호교,교량,경상남도 산청군 금서면 매촌리,19851231
창촌교,교량,경상남도 진주시 수곡,19850701
장풍교,교량,경상남도 거창군 마리면,19860101
홍정교,교량,경상남도 진주시 금곡면,19801231
안양천제방(우안),하천,서울특별시 구로구,19751013
안양천제방(좌안),하천,서울특별시 구로구,19751013
월천교,교량,강원도 삼척시 원덕읍 월천리,19560101
미로2교,교량,강원도 삼척시 미로면,19870630
신동육교,교량,강원도 삼척시 신기면,19870101
신기4교,교량,강원도 삼척시 신기면,19870101
신기1교,교량,강원도 삼척시 신기면,19870101
삼척의료원,건축물,강원도 삼척시 오십천로,19750101
캐터링센터,건축물,서울특별시 강서구 공항동,19860527
김포 E-마트(공사청사),건축물,서울특별시 강서구 과해동,19621231
김포 도심항공화물터미널,건축물,서울특별시 강서구 공항동,19800920
김포 국내선청사,건축물,서울특별시 강서구 공항동,19800811
신태인육교,교량,전라북도 정읍시 신태인읍 신태인리,19870706
반암교,교량,전라북도 고창군 아산면 반암리,19821223
정우교,교량,전라북도 정읍시 정우면 대사리,19870801
요천1교,교량,전라북도 장수군 번암면,19840627
금산육교,교량,전라북도 김제시 금산면 성계리,19860922
섬티교,교량,전라북도 진안군 동향면 성산리,19861201
와룡육교,교량,전라북도 김제시 용지면 와룡리,19851201
좌산교,교량,전라북도 임실군 관촌면 방수리,19861220
방류수문,하천,전라북도 전주시 덕진구 고내천변로,19601231
풍암교,교량,강원도 홍천군 서석면 풍암리,19790101
주음치교,교량,강원도 홍천군 화촌면 주음치리,19840101
서석상수도,상하수도,강원도 홍천군 서석면,19830914
문막교,교량,강원도 원주시 문막읍,19631231
섬강교,교량,강원도 원주시 부론면,19710505
치악교,교량,강원도 원주시 개운동,19801020
북원교,교량,강원도 원주시 우산동,19770523
원주교,교량,강원도 원주시 중앙동,19601231
장현교,교량,강원도 원주시 호저면,19811125
용두 빗물펌프장,하천,서울특별시 동대문구 청계천로13길,19690928
휘경 빗물펌프장,하천,서울특별시 동대문구 한천로,19750911
장안 빗물펌프장,하천,서울특별시 성동구 가람길,19730730
전농1.2 빗물펌프장,하천,서울특별시 성동구 천호대로78길,19850411
전농배수문,하천,서울특별시 성동구 천호대로78길,19850101
장안2배수문,하천,서울특별시 성동구 천호대로78길,19730501
휘경배수문,하천,서울특별시 동대문구 휘경2동,19750401
장안1배수문,하천,서울특별시 성동구 천호대로78길,19730501
용두배수문,하천,서울특별시 동대문구 청계천로13길,19691001
영산대교,교량,전라남도 나주시 영산동,19721201
중군육교,교량,전라남도 광양시 광양읍 서천변로,19831230
금호교,교량,전라남도 광양시 광영동,19830501
수어천교,교량,전라남도 광양시 진상면,19840101
남촌교,교량,충청북도 음성군 원남면,19860901
행정교,교량,충청북도 음성군 원남면,19820601
(구)남한강교,교량,경기도 여주시 우만동,19710101
연인교,교량,경기도 여주시 상동,19640801
사강1배수지,상하수도,경기도 화성시 송산면 사강리,19870101
발안1배수지,상하수도,경기도 화성시 향남면 발안리,19840101
남양5배수지(1),상하수도,경기도 화성시 남양동,19870101
단청교,교량,충청북도 제천시 청풍면,19840101
평동교,교량,충청북도 제천시 봉양면,19750601
수하6지구,절토사면,강원도 홍천군 서석면 수하리,19671222
수하5지구,절토사면,강원도 홍천군 서석면 수하리,19671222
수하4-2지구,절토사면,강원도 홍천군 서석면 수하리,19671222
수하4-1지구,절토사면,강원도 홍천군 서석면 수하리,19671222
수하3지구,절토사면,강원도 홍천군 서석면 수하리,19671222
수하2지구,절토사면,강원도 홍천군 서석면 수하리,19671222
영동2터널,터널,강원도 평창군 용평면 백옥포리,19751030
지정대교,교량,강원도 원주시 지정면 간현리,19841229
광전교,교량,강원도 영월군 한반도면,19820610
지구교,교량,강원도 횡성군 안흥면 지구리,19840825
반곡교,교량,강원도 홍천군 서면 반곡리,19710101
강촌교,교량,강원도 춘천시 남산면 강촌리,19811228
양구교,교량,강원도 양구군 남면,19730201
화천대교,교량,강원도 화천군 화천읍 하리,19851220
양구터널,터널,강원도 양구군 남면,19740101
(구)한탄교,교량,경기도 연천군 전곡읍 전곡리,19671231
차탄교,교량,경기도 연천군 연천읍,19760415
보막교,교량,경기도 연천군 신서면,19820101
와초교,교량,경기도 연천군 연천읍,19710801
관인정수장,상하수도,경기도 포천시 관인면 느릅실길,19840330
구신북대교,교량,경기도 포천시 신북면 호국로,19670801
신북대교,교량,경기도 포천시 신북면 중앙로,19841101
이원정수장,상하수도,강원도 동해시 이도동,19730101
사문정수장,상하수도,강원도 동해시 망상동,19791230
전천교,교량,강원도 동해시 북평동,19750101
묵호대교,교량,강원도 동해시 발한동,19730401
강릉종합경기장,건축물,강원도 강릉시 종합운동장길,19851010
내곡대교,교량,경기도 남양주시 진접읍 내곡리,19750101
마치터널(하),터널,경기도 남양주시 호평동,19870101
마치터널(상),터널,경기도 남양주시 호평동,19870101
도곡취수장,상하수도,경기도 남양주시 와부읍,19820101
평내배수지,상하수도,경기도 남양주시 평내동,19870101
수도권광역상수도2단계,상하수도,경기도 하남시 배알미동,19800602
수도권광역상수도1단계,상하수도,경기도 하남시 배알미동,19790713
남문배수지,상하수도,충청남도 태안군 태안읍,19800101
안면배수지,상하수도,충청남도 태안군 안면읍,19810101
설악취수장,상하수도,강원도 속초시 설악동,19770701
도문교,교량,강원도 속초시 설악동,19850930
설악교,교량,강원도 속초시 설악동,19780527
학사평정수장,상하수도,강원도 속초시 노학동,19620201
설악정수장,상하수도,강원도 속초시 설악동,19770701
사리현2교,교량,경기도 고양시 일산동구 사리현동,19791106
아호교,교량,충청남도 논산시 덕지동,19810101
상강경교,교량,충청남도 논산시 강경읍 동흥리,19861101
논산천교(논산),교량,충청남도 논산시 양촌면 신흥리,19850827
논산대교,교량,충청남도 논산시 광석면 산동리,19831201
인천교,교량,충청남도 논산시 양촌면 인천리,19660101
주천상수도,상하수도,강원도 영월군 주천면,19841231
쌍용상수도,상하수도,강원도 영월군 서면,19831231
상동상수도,상하수도,강원도 영월군 상동읍,19761231
영월상수도,상하수도,강원도 영월군 영월읍,19671231
미구1교,교량,강원도 영월군 중동면 연상리,19830330
석항육교,교량,강원도 영월군 중동면 석항리,19841201
영월대교,교량,강원도 영월군 영월읍 덕포리,19820331
경기도의료원 안성병원,건축물,경기도 안성시 고수2로,19810508
51. 소학3,하천,충청남도 공주시 소학동,19841229
55. 신웅,하천,충청남도 공주시 우성면 신웅리,19691229
63. 검상,하천,충청남도 공주시 검상동,19791230
60. 산성2,하천,충청남도 공주시 산성동,19851230
64. 신관1,하천,충청남도 공주시 신관동,19851230
65. 신관2,하천,충청남도 공주시 신관동,19851230
공암교,교량,충청남도 공주시 반포면 공암리,19790101
동천교,교량,충청남도 공주시 사곡면 신영리,19830330
석남정수장,상하수도,충청남도 공주시 유구읍,19841230
옥룡정수장,상하수도,충청남도 공주시 옥룡동,19831224
정안천교(구),교량,충청남도 공주시 신관동,19850101
금강교,교량,충청남도 공주시 신관동,19320101
공주대교,교량,충청남도 공주시 옥룡동,19861231
은계대교,교량,경기도 오산시 은계동,19820401
이교,교량,충청남도 부여군 규암면 반산리,19870801
신평교,교량,경상북도 경주시 천군동,19780401
나정교,교량,경상북도 경주시 율동,19860801
효현교,교량,경상북도 경주시 효현동,19850901
구황교,교량,경상북도 경주시 동천동,19731201
근계교,교량,경상북도 경주시 안강읍 근계리,19851231
덕동교,교량,경상북도 경주시 덕동,19760101
금정고가교,교량,경기도 군포시 금정동,19820801
당정고가교,교량,경기도 군포시 당동,19810101
산본고가교,교량,경기도 군포시 산본1동,19820803
순천교,교량,전라남도 순천시 조곡동,19831231
교량교,교량,전라남도 순천시 순천만길,19670101
팔마주경기장,건축물,전라남도 순천시 팔마로,19871002
이안교,교량,경상북도 상주시 이안면,19851225
(구)후천교,교량,경상북도 상주시 냉림동,19781230
월락정수장,상하수도,전라북도 남원시 도통동,19751017
경상대학교병원본관동,건축물,경상남도 진주시 강남로,19861218
마래2터널,터널,전라남도 여수시 덕충동,19260101
해산가압장,상하수도,전라남도 여수시 좌수영로,19791105
봉산시장,건축물,전라남도 여수시 봉산1로,19831204
목행대교(구),교량,충청북도 충주시 동량면 용교리,19611231
삼탄교,교량,충청북도 충주시 산척면 명서리,19851201
명서교,교량,충청북도 충주시 산척면 명서리,19850501
봉황교,교량,충청북도 충주시 중앙탑면 가흥리,19761201
팔봉교,교량,충청북도 충주시 살미면 토계리,19860501
충원교,교량,충청북도 충주시 종민동,19791101
자양취수장,상하수도,서울특별시 광진구 자양동,19860315
강동수도관내 도송수관로,상하수도,서울특별시 강동구 암사동,19850101
거마배수지,상하수도,경기도 하남시 학암로,19820626
오금배수지,상하수도,서울특별시 송파구 오금동,19870713
광역3-주교배수지,상하수도,경기도 고양시 덕양구 주교동,19841201
광역3-삼송배수지,상하수도,경기도 고양시 덕양구 오금동,19841201
비전2배수지,상하수도,경기도 평택시 매봉산4길,19871001
팽성배수지,상하수도,경기도 평택시 팽성읍,19820801
비전1배수지,상하수도,경기도 평택시 비전동,19771101
송탄정수장,상하수도,경기도 평택시 진위면,19730101
독곡배수지,상하수도,경기도 평택시 오좌동길,19740101
하면상수도,상하수도,경기도 가평군 하면,19820630
전북대학교병원 본관동,건축물,전라북도 전주시 덕진구 건지로,19870702
전주실내체육관,건축물,전라북도 전주시 덕진구 1가,19730320
전주종합운동장,건축물,전라북도 전주시 덕진구 덕진동1가,19800920
내천교,교량,경상남도 합천군 율곡면 내천리,19831001
황강교,교량,경상남도 합천군 적중면 죽고리,19851231
가미교,교량,경상남도 합천군 삼가면 일부리,19811201
2합천교,교량,경상남도 합천군 합천읍 영창리,19860501
제1아불교,교량,경상남도 밀양시 단장면 범도리,19841031
보은상수도,상하수도,충청북도 보은군 보은읍,19790403
삼승상수도,상하수도,충청북도 보은군 원남로1길,19821230
노유나들목(육갑문),하천,서울특별시 광진구 노유동,19320101
노들길나들목(육갑문),하천,서울특별시 영등포구 당산동,19800101
청구아파트나들목(육갑문),하천,서울특별시 성동구 성수2가1동,19320101
수레나루나들목(육갑문),하천,서울특별시 성동구 성수1가1동,19320101
성덕정나들목(육갑문),하천,서울특별시 성동구 성수1가1동,19320101
암사나들목(육갑문),하천,서울특별시 강동구 암사동,19770101
개화나들목(육갑문),하천,서울특별시 강서구 방화동,19860101
자양나들목(육갑문),하천,서울특별시 광진구 자양동,19691231
신천나들목(육갑문),하천,서울특별시 송파구 올림픽로,19860101
강남나들목(육갑문),하천,서울특별시 강남구 신사동,19730101
잠원나들목(육갑문),하천,서울특별시 서초구 잠원동,19750101
죽산교,교량,광주광역시 광산구 지평동,19851125
성내고가교,교량,광주광역시 광산구 임곡동,19870930
송산교,교량,광주광역시 광산구 지평동,19771230
원임곡고가교,교량,광주광역시 광산구 임곡동,19860430
안양천제방-강서구,하천,서울특별시 강서구 염창동,19751013
중랑천제방-중랑구청,하천,서울특별시 중랑구 묵동,19690101
안양천제(금천구),하천,서울특별시 금천구 가산동,19751013
중랑천제방,하천,서울특별시 광진구 중곡동,19690101
안양천제-영등포구청,하천,서울특별시 영등포구 양평2동,19701111
중랑천제방 -성동구청,하천,서울특별시 성동구 송정동,19690101
외도수원지,상하수도,제주특별자치도 제주시 도근내길,19780125
제주도어승생저수지,상하수도,제주특별자치도 제주시 해안동,19711031
안동대교,교량,경상북도 안동시 수상동,19860501
법흥교,교량,경상북도 안동시 법흥동,19820101
예안교,교량,경상북도 안동시 예안면,19751227
용상제,하천,경상북도 안동시 용상동,19730101
송천1제,하천,경상북도 안동시 송천동,19820101
임하제,하천,경상북도 안동시 임하면 임하리,19810101
신원제,하천,경상북도 안동시 남선면 이천리,19810101
이천제,하천,경상북도 안동시 남선면 신석리,19820101
추월제,하천,경상북도 안동시 임하면 임하리,19810101
이천2배수문,하천,경상북도 안동시 남선면 이천리,19810101
이천1배수문,하천,경상북도 안동시 남선면 이천리,19810101
묵계1배수문,하천,경상북도 안동시 길안면 묵계리,19800101
만음1배수문,하천,경상북도 안동시 길안면 만음리,19800101
신덕1배수문,하천,경상북도 안동시 남선면 이천리,19810101
신석1배수문,하천,경상북도 안동시 남선면 이천리,19810101
막곡3배수문,하천,경상북도 안동시 풍산읍 막곡리,19780101
추월2배수문,하천,경상북도 안동시 임하면 임하리,19800101
추월1배수문,하천,경상북도 안동시 임하면 임하리,19810101
천지1배수문,하천,경상북도 안동시 길안면 천지리,19800101
신덕2배수문,하천,경상북도 안동시 임하면 신덕리,19810101
막곡2배수문,하천,경상북도 안동시 풍산읍 막곡리,19780101
신석2배수문,하천,경상북도 안동시 남선면 신석리,19810101
검암5배수문,하천,경상북도 안동시 남후면 검암리,19810101
추월3배수문,하천,경상북도 안동시 임하면 임하리,19810101
오대1배수문,하천,경상북도 안동시 임하면 오대리,19730101
만음4배수문,하천,경상북도 안동시 길안면 천지리,19800101
만음2배수문,하천,경상북도 안동시 길안면 만음리,19800101
용상4배수문,하천,경상북도 안동시 용상동,19580101
신덕4배수문,하천,경상북도 안동시 임하면 신덕리,19810101
신덕3배수문,하천,경상북도 안동시 임하면 신덕리,19810101
용상제3수문,하천,경상북도 안동시 용상동,19730101
구미대교,교량,경상북도 구미시 임수동,19741230
일선교,교량,경상북도 구미시 도개면,19850913
도량천 복개구조물,교량,경상북도 구미시 야은로,19831231
구미지방상수도(구미정수장),상하수도,경상북도 구미시 공단동,19700101
경기도의료원 포천병원,건축물,경기도 포천시 포천로,19861231
다남1수문,하천,경상북도 김천시 개령면 덕촌리,19840101
덕촌4수문,하천,경상북도 김천시 개령면 덕촌리,19840101
덕촌1수문,하천,경상북도 김천시 개령면 덕촌리,19840101
다남2수문,하천,경상북도 김천시 개령면 덕촌리,19840101
동부수문,하천,경상북도 김천시 개령면 동부리,19840201
지례교,교량,경상북도 김천시 지례면,19780101
지례정수장,상하수도,경상북도 김천시 지례면,19820601
김천교,교량,경상북도 김천시 지좌동,19840101
평화수문,하천,경상북도 김천시 모암동,19700101
가례수문,하천,경상북도 김천시 양천동,19640101
신안수문,하천,경상북도 김천시 양천동,19640101
장박수문,하천,경상북도 김천시 양천동,19680101
세간교,교량,경상남도 의령군 유곡면 세간리,19830801
정동교,교량,경상남도 의령군 궁류면 벽계리,19820801
함안정수장,상하수도,경상남도 함안군 함안면,19830127
상월정수장,상하수도,경상남도 창녕군 고암면,19860301
대독배수지,상하수도,경상남도 고성군 고성읍 대독리,19830126
상주상수도,상하수도,경상남도 남해군 상주면,19820914
봉성상수도,상하수도,경상남도 남해군 남해읍,19841012
영양상수도,상하수도,경상북도 영양군 서부리,19700928
수비상수도,상하수도,경상북도 영양군 수비면,19831030
입암상수도,상하수도,경상북도 영양군 신구리,19811229
재단법인 세종문화회관,건축물,서울특별시 종로구 세종대로,19780414
영양교,교량,경상북도 영천시 오수동,19850101
신대교,교량,경상북도 영천시 금호면,19850101
삼귀교,교량,경상북도 영천시 자양면 삼귀리,19790101
삼매교,교량,경상북도 영천시 임고면,19770101
영천교,교량,경상북도 영천시 완산동,19790101
화룡교,교량,경상북도 영천시 화룡동,19830101
소이교,교량,경상남도 산청군 신안면 소이리,19781224
자양교,교량,경상남도 산청군 단성면 지리산대로2474번길,19801231
생비량교,교량,경상남도 산청군 생비량면 지리산대로,19810101
동복정수장,상하수도,전라남도 화순군 동복면,19831220
화순정수장,상하수도,전라남도 화순군 화순읍,19770101
오색상수도,상하수도,강원도 양양군 서면,19821225
06DC19U02000,절토사면,충청북도 괴산군 문광면 양곡리,19820101
광원교,교량,충청북도 청원군 문의면,19801202
고은교,교량,충청북도 청원군 남일면,19660801
문의교,교량,충청북도 청원군 문의면,19800917
신대교,교량,충청북도 청원군 내수읍,19870601
도원교,교량,충청북도 괴산군 청천면,19810531
대청교,교량,충청북도 청원군 현도면,19770828
대구의료원,건축물,대구광역시 서구 평리로,19870122
호암교,교량,경기도 의정부시 장암동,19870101
송촌정수장계통가압장및배수지,상하수도,대전광역시 동구 가양동,19840812
송촌정수장,상하수도,대전광역시 대덕구 송촌동,19870930
중리취수장,상하수도,대전광역시 대덕구 계족산로,19800731
수원육교,교량,경기도 수원시 권선구 고등동,19870101
서천상수도,상하수도,충청남도 서천군 서천읍,19750101
장항상수도,상하수도,충청남도 서천군 장항읍,19380101
택리교,교량,충청남도 홍성군 홍북면 석택리,19851231
와룡교,교량,충청남도 홍성군 결성면 교항리,19850701
신례원교,교량,충청남도 예산군 예산읍,19741231
무봉교,교량,충청남도 예산군 신양면,19840521
중동교,교량,충청북도 보은군 보은읍 강산리,19771201
금강4교(하행),교량,충청북도 옥천군 동이면 조령리,19700730
금강3교(상행),교량,충청북도 옥천군 동이면 적하리,19700730
금강2교(상행),교량,충청북도 옥천군 동이면 금암리,19700730
한정교,교량,대구광역시 달성군 유가면,19590101
신원교,교량,경기도 고양시 덕양구 신원동,19781231
동촌분구,교량,대구광역시 동구 검사동,19821231
충남대학교병원 본관동,건축물,대전광역시 중구 대사동,19841010
산전교,교량,울산광역시 북구 진장동,19570101
병영교,교량,울산광역시 중구 남외동,19851230
부평지방상수도,상하수도,인천광역시 부평구 갈산동,19861201
시립수영장,건축물,인천광역시 중구 샛골로41번길,19780101
시립체육관,건축물,인천광역시 중구 참외전로244번길,19780101
과천시 하수처리장,상하수도,경기도 과천시 상하벌로,19861030
교문가압장,상하수도,경기도 구리시 교문동,19800101
교문1배수지,상하수도,경기도 구리시 교문동,19800101
왕숙교,교량,경기도 구리시 수택동,19770101
월성빗물펌프장,하천,대구광역시 달서구 달서대로,19770330
동촌빗물펌프장,하천,대구광역시 동구 팔공로23길,19860822
침산빗물펌프장,하천,대구광역시 북구 노원로57길,19861030
3공단빗물펌프장,하천,대구광역시 서구 염색공단천로,19680301
상리제,하천,대구광역시 서구 상리동,19790101
박곡제,하천,대구광역시 달성군 다사읍 박곡리,19741231
죽곡제,하천,대구광역시 달성군 다사읍 죽곡리,19691231
강정제,하천,대구광역시 달성군 다사읍 죽곡리,19000101
고모1제,하천,대구광역시 수성구 고모동,19660101
고모2제,하천,대구광역시 수성구 고모동,19660101
서재제,하천,대구광역시 달성군 다사읍 서재리,19861231
세천제,하천,대구광역시 달성군 다사읍 세천리,19711231
성서제,하천,대구광역시 달서구 신당동,19421231
동호배수통문,하천,대구광역시 동구 서호동,19870101
매곡2수문,하천,대구광역시 달성군 다사읍,19651231
서재2수문,하천,대구광역시 달성군 다사읍,19861231
서재1수문,하천,대구광역시 달성군 다사읍,19861231
불로제,하천,대구광역시 동구 불로동,19000101
율하수문,하천,대구광역시 동구 율하동,19840101
가천수문,하천,대구광역시 수정구 가천동,19860101
노곡육갑문,하천,대구광역시 북구 노곡동,19860101
용계수문,하천,대구광역시 동구 화랑로,19350101
신암제1수문,하천,대구광역시 동구 신암5동,19840101
신암제2수문,하천,대구광역시 동구 신암5동,19840101
침산빗물펌프장 수문,하천,대구광역시 북구 침산동,19851001
고모제,하천,대구광역시 수성구 매호동,19860101
동변제,하천,대구광역시 북구 동변동,19730101
신천교,교량,대구광역시 중구 동인동3가,19840815
침산교,교량,대구광역시 북구 침산동,19860425
성북교,교량,대구광역시 북구 산격동,19820927
아양교,교량,대구광역시 동구 효목동,19831029
팔달교,교량,대구광역시 서구 비산7동,19860713
팔달교지하차도,터널,대구광역시 서구 비산동,19870826
수성교지하차도,터널,대구광역시 중구 삼덕동3가,19860923
대신지하도상가,건축물,대구광역시 중구 국채보상로,19850131
고보수문,하천,광주광역시 서구 동천동,19630101
서구치평동평촌배수문,하천,광주광역시 서구 천변우하로,19760101
석수배수지,상하수도,경기도 안양시 만안구 화창로,19851201
안양3동배수지,상하수도,경기도 안양시 만안구 박달로489번길,19870901
비산정수장,상하수도,경기도 안양시 동안구 비산동,19730530
포일정수장,상하수도,경기도 의왕시 내손1동,19830730
안양종합운동장 주경기장,건축물,경기도 안양시 동안구 평촌대로,19860630
동송상수도,상하수도,강원도 철원군 동송읍,19800730
산양상수도,상하수도,강원도 화천군 산양길,19820831
양구읍상수도,상하수도,강원도 양구군 양구읍,19760930
덕곡교,교량,강원도 양구군 동면 덕곡리,19681012
서호교,교량,강원도 인제군 북면 원통리,19821230
남전교,교량,강원도 인제군 남면,19720101
부평교,교량,강원도 인제군 남면,19721201
리빙스턴교,교량,강원도 인제군 인제읍,19700101
성동수문,하천,대구광역시 수성구 성동,19870101
황금로 범어육교주변옹벽,옹벽,대구광역시 수성구 범어4동,19841231
시민회관,건축물,부산광역시 동구 자성로133번길,19731114
단대천-신구대간 복개구조물,교량,경기도 성남시 중원구 산성대로372번길,19850903
체육관,건축물,경기도 수원시 장안구 경수대로,19841008
주경기장,건축물,경기도 수원시 장안구 경수대로,19860917
월성 배수통문,하천,광주광역시 남구 화장동,19820101
노안제(승촌제),하천,광주광역시 남구 승촌동,19670101
벽진제(대촌제),하천,광주광역시 남구 화장동,19670101
대촌10배수문,하천,광주광역시 남구 대지동,19870101
대촌9배수문,하천,광주광역시 남구 칠석동,19870101
대촌8배수문,하천,광주광역시 남구 지석동,19870101
대촌7배수문,하천,광주광역시 남구 지석동,19870101
종합운동장실내체육관,건축물,부산광역시 동래구 사직로,19850815
종합운동장야구장,건축물,부산광역시 동래구 사직로,19851015
구덕 실내체육관,건축물,부산광역시 서구 서대신동3가,19710312
구덕야구장,건축물,부산광역시 서구 서대신동3가,19710312
구덕주경기장,건축물,부산광역시 서구 서대신동3가,19730815
덕산정수사업소(5-1차),상하수도,경상남도 김해시 대동면,19861030
법기수원지(댐),댐,경상남도 양산시 동면,19320101
회동수원지(댐),댐,부산광역시 금정구 회동동,19660101
범어사정수장,상하수도,부산광역시 금정구 청룡동,19320101
명장정수장,상하수도,부산광역시 동래구 명장1동,19700101
남부민배수지,상하수도,부산광역시 서구 남부민동,19791201
반여배수지,상하수도,부산광역시 해운대구 반여2동,19720801
중동배수지,상하수도,부산광역시 해운대구 중2동,19741201
만덕2배수지,상하수도,부산광역시 북구 만덕1동,19750901
개금2배수지,상하수도,부산광역시 부산진구 개금2동,19690901
호포수관교,상하수도,경상남도 양산군 동면,19750101
양산수관교,상하수도,경상남도 양산군 물금면,19690101
낙동강횡단수관교,상하수도,부산광역시 강서구 대저동,19850101
화명정수장,상하수도,부산광역시 북구 화명동,19760101
온천5호교,교량,부산광역시 금정구 장전동,19690801
연안교,교량,부산광역시 연제구 연산동,19751231
동천복개구조물,교량,부산광역시 부산진구 당감동,19861231
주례지하차도,터널,부산광역시 사상구 주례동,19861231
감전유수지지류복개구조물,교량,부산광역시 사상구 괘법동,19851231
사직천 복개구조물,교량,부산광역시 동래구 아시아드대로,19841229
안락 지하차도,터널,부산광역시 동래구 안락1동,19841229
우장춘 지하차도,터널,부산광역시 동래구 온천동,19841229
소정천 복개구조물,교량,부산광역시 금정구 장전동,19841229
청량교,교량,울산광역시 울주군 청량면 덕하리,19801230
구사연교,교량,울산광역시 울주군 범서면,19691231
구영교,교량,울산광역시 울주군 범서면,19810101
신송교,교량,충청북도 청원군 남일면,19770801
방서교,교량,충청북도 청주시 상당구 방서동,19870501
장남교,교량,충청북도 청원군 옥산면,19841201
명당교,교량,경기도 안성시 대덕면,19861231
진위교,교량,경기도 평택시 진위면,19861231
흑천교,교량,경기도 양평군 양평읍 회현리,19721231
파장정수장,상하수도,경기도 수원시 장안구 파장동,19811031
광교정수장,상하수도,경기도 수원시 장안구 하광교동,19841224
